10000	1.2734	0.000403453	1.27052	0.000295981	1.25331
10000	6.40196	0.0141072	6.25157	0.000999832	6.28319
0	-nan	nan	-nan	nan	23.6244
1	0.00506099	557.874	4.50907	365.396	23.6244
2	1.45275e-17	558.113	20.6593	8.79201	23.6244
3	0.00072458	558.079	20.6191	9.03179	23.6244
4	5.73606e-06	558.113	20.9486	7.15982	23.6244
5	1.55773	486.938	15.0327	73.8183	23.6244
6	2.66524e-07	558.113	34.5646	119.688	23.6244
7	0.769352	522.354	37.4752	191.845	23.6244
8	262.891	57248.5	21.5223	4.41901	23.6244
9	2.77466e-06	558.113	25.7519	4.52599	23.6244
10	2.24838e-08	558.113	15.9358	59.1151	23.6244
11	0.832287	519.481	15.3113	69.1081	23.6244
12	0.143541	551.351	30.265	44.0969	23.6244
13	33.7022	101.563	22.9148	0.503492	23.6244
14	0.201729	548.622	31.6292	64.0769	23.6244
15	0.000155	558.106	28.7899	26.682	23.6244
16	4.32244	372.566	22.7241	0.810596	23.6244
17	27.1592	12.4945	23.5449	0.00632182	23.6244
18	0.105382	553.145	24.1967	0.327564	23.6244
19	21.2023	5.86664	20.4126	10.3157	23.6244
20	79.6612	3140.12	20.3514	10.7128	23.6244
21	0.229794	547.308	25.6376	4.05292	23.6244
22	68.821	2042.73	21.628	3.98572	23.6244
23	0.00191748	558.022	28.8077	26.8666	23.6244
24	13.2443	107.747	23.5998	0.00060395	23.6244
25	18.5784	25.4619	15.3593	68.3128	23.6244
26	0.232703	547.172	20.7364	8.34049	23.6244
27	0.000143957	558.106	22.3368	1.65784	23.6244
28	13.4009	104.52	22.0374	2.51852	23.6244
29	0.305484	543.773	18.1109	30.3983	23.6244
30	0.000133007	558.107	24.3009	0.457623	23.6244
31	9.04266	212.628	24.5262	0.813218	23.6244
32	9.37657	203.001	19.7102	15.3211	23.6244
33	0.00487716	557.883	24.0453	0.177149	23.6244
34	18.8967	22.3515	21.9786	2.70882	23.6244
35	0.564588	531.756	26.4681	8.08639	23.6244
36	2.53132	444.918	24.6126	0.976446	23.6244
37	2.25891	456.485	25.2132	2.52427	23.6244
38	75.2272	2662.84	26.8176	10.1965	23.6244
39	13.1189	110.367	21.6737	3.80511	23.6244
40	69.2581	2082.43	22.8325	0.627092	23.6244
41	0.0678579	554.911	30.6495	49.3517	23.6244
42	2.18012	459.858	25.7468	4.50467	23.6244
43	3.94336	387.344	19.5047	16.9721	23.6244
44	11.137	155.936	26.536	8.47711	23.6244
45	51.8908	798.989	24.4055	0.610065	23.6244
46	3.68773	397.471	23.7795	0.0240449	23.6244
47	2.77469	434.711	19.8195	14.4777	23.6244
48	0.579227	531.081	20.1623	11.9861	23.6244
49	33.4366	96.278	21.8908	3.00545	23.6244
50	69.3815	2093.71	24.299	0.455097	23.6244
51	0.0857064	554.071	23.5867	0.00142246	23.6244
52	10.6933	167.213	28.3139	21.9912	23.6244
53	60.4714	1357.7	24.2544	0.396875	23.6244
54	106.537	6874.48	23.8893	0.070183	23.6244
55	5.62508	323.976	20.3644	10.6279	23.6244
56	20.3277	10.8683	25.5644	3.76367	23.6244
57	50.6729	731.618	26.821	10.2181	23.6244
