-0.464893	0.363503
0.20956	-0.66714
0.139192	0.406976
0.168976	-1.4688
-1.50944	-0.532423
-0.838721	-0.880545
-1.41514	-0.119438
0.270503	-0.157245
-0.194212	-0.931827
-1.54721	-1.2311
0.128199	2.86647
0.665406	-1.87867
-1.56436	1.12245
1.56666	1.27642
0.00919135	0.0454713
0.613706	-0.979075
-0.282337	0.948811
-0.937783	-0.144228
1.17099	-0.202285
0.209779	-1.55385
0.141305	-1.12344
1.05098	-0.85257
-0.953258	1.27031
0.570734	-0.318325
2.19173	-0.722395
0.971841	0.583482
-0.941838	-1.55282
-0.280727	0.392094
2.32506	0.294066
1.15326	0.482763
1.66495	-0.310736
0.26878	-0.365483
-1.57542	-0.401971
0.0901031	-1.3973
-0.571431	-1.00511
1.09008	0.274637
1.16947	-0.533927
-0.068731	-0.372393
-0.114161	-1.58192
-0.5746	0.749984
0.435788	0.747278
0.934373	-0.876604
-0.295985	0.535703
1.34592	-1.06623
-0.561214	-1.33515
-0.253266	-0.157708
0.578046	-0.71069
1.13863	-0.589476
0.536954	-1.24583
0.738399	-0.462301
0.257255	1.17958
0.28007	-0.153676
1.43472	-1.32938
-0.858092	0.390997
-0.189738	0.959882
-0.245128	0.649233
0.189789	1.25468
-0.30023	1.80484
-0.937138	0.542356
1.56992	-1.0411
1.49689	1.51725
0.0779482	-1.18259
0.160888	-0.0696177
-0.6466	0.583269
-0.51486	0.557579
0.173995	1.55467
0.0363747	1.03572
-0.217114	-1.92756
0.549607	-1.96195
-0.0588655	-1.90028
2.16777	-0.702784
-2.40526	-0.327889
0.116273	1.85974
-0.0731108	-0.668172
0.898147	-0.186556
0.0578058	-0.943889
1.44078	1.63223
1.0079	0.539608
0.648368	2.21378
0.527276	-1.12644
0.0369798	-1.05416
1.33138	2.03539
0.00101492	0.00343916
0.340437	0.342447
0.0625916	0.0221166
0.47313	0.231153
2.9318	-1.53891
0.432491	0.924698
-1.4801	1.1982
0.180894	-0.386339
-1.35408	-0.463463
-0.998674	0.306711
0.701645	0.507355
0.0515611	-1.1243
1.54073	-0.0752937
0.753674	-0.729316
-0.525675	-0.55216
-0.0356813	-2.5845
0.538856	-0.272957
0.253767	-0.454555
-0.00792533	-0.20371
0.448445	-0.046386
-0.900027	0.0155047
0.916238	-1.66634
0.429533	0.225683
0.0114126	0.928621
0.125763	0.95389
-0.344074	0.77019
0.173658	1.48142
-1.52908	-1.69262
-1.00729	-1.40736
1.14073	-0.206737
-1.52902	-0.455776
0.614715	0.530252
-1.02476	-0.673508
-0.322533	0.102745
0.850228	-1.20678
1.29088	0.0262134
-1.18851	-0.846291
0.061031	0.600945
-0.880741	0.0947133
-0.408966	1.13694
0.338858	0.751189
0.942827	0.247542
-0.442146	-1.25234
-0.576369	-0.676046
0.580902	1.3337
-0.694494	-0.713586
-0.374488	0.697985
0.229294	0.740574
-0.161783	-0.372294
-0.0421214	0.922054
0.956772	0.587499
1.17705	-1.14231
0.721729	0.48218
-1.35195	1.60116
-0.874376	-0.57997
-0.217289	0.874097
-0.17018	0.691986
0.550598	1.38432
0.177496	0.00399164
-0.301565	0.536669
-1.68413	0.710058
0.253764	-0.141737
-0.230299	-0.695023
-0.806678	-1.88967
0.210244	-1.36781
0.296142	-0.171956
0.156862	0.522098
-0.64912	-0.202118
1.28789	-0.876045
0.305758	-0.309707
-1.04782	-0.543878
-0.285206	1.88405
-0.538852	0.025755
0.722076	-1.00787
-0.302096	1.14507
-0.743741	-1.69463
0.512028	0.611532
-1.0045	0.0478663
-0.0957217	-0.586509
0.325469	1.82857
0.853706	0.814485
-1.27232	1.5293
1.36446	-0.62233
-0.315404	-0.304097
0.247771	-0.543032
-0.602567	1.0193
-0.739435	-1.14647
-0.0557127	0.994563
1.74524	0.855596
-1.27027	-1.68537
-0.338752	1.38154
1.2491	0.805409
1.1951	-0.521677
-0.100667	1.03298
0.0675535	-0.911191
0.659627	1.00106
-0.35121	-0.354159
0.300393	1.10744
-0.966769	0.483452
-0.48101	0.376079
-0.771686	1.49097
-0.51157	-0.607842
-0.092009	0.148584
0.305095	0.350809
1.33315	0.0453219
0.106676	-0.690757
1.1764	1.03278
-0.0973636	-0.528522
-2.3302	0.771639
-0.0431501	-0.159338
-1.74066	0.288107
0.447158	0.299471
-1.59234	1.44169
-0.852961	-1.29178
0.440475	0.479227
2.29965	0.802265
0.240962	-1.22676
-0.8027	0.302968
-1.74425	-1.10136
-1.02762	-0.195355
-0.658904	0.777226
1.18066	-0.992785
0.587722	1.06621
-0.981739	-0.16022
-0.806015	-0.556669
0.8197	-1.49529
1.87515	1.34156
0.192671	0.348646
0.185385	1.1943
-0.156504	0.596628
1.03531	-0.993523
0.579226	-1.34062
0.889347	0.206595
0.290944	-1.62144
0.498492	-0.829717
0.277948	1.50899
-1.3689	-1.16829
-0.95904	-1.87074
-0.133645	-0.687946
-1.45851	1.04313
-1.38993	0.611785
-1.28945	1.12607
0.632308	0.926948
1.07995	0.0992065
-1.02664	0.938106
-0.121733	-1.53538
-0.967011	-1.325
0.953487	-0.52738
0.318522	-0.807675
-0.321899	0.784786
0.934351	0.0352689
0.624219	-0.932185
-0.612031	-0.765837
-0.930216	0.66953
-0.277025	-1.39808
-0.291165	-0.597306
1.89686	0.397704
-0.922589	-2.15879
-1.34174	-1.24356
-0.768583	-0.348955
3.68261	0.132158
-0.111898	1.53649
0.575036	-0.717252
-1.00369	1.55221
0.651785	-0.619746
-0.357016	0.85086
0.192687	0.455164
-1.92341	-0.041833
-0.27583	-0.546892
0.162318	0.418484
-0.371723	-1.31224
-0.50676	-0.155541
0.708889	-0.320158
1.52817	-0.759678
0.996984	-0.443235
-1.12277	-0.384949
0.108767	-0.337304
-0.531532	-0.35878
0.91586	-0.0270544
-0.16438	0.324924
-0.439086	-0.2754
0.05553	-0.94682
0.198598	-0.685023
-1.29571	-0.996981
0.612006	1.06447
0.447621	-0.507177
-0.266932	-0.447591
-1.01479	-0.861002
-0.619603	-0.805051
0.66327	0.893195
1.02304	0.214971
-0.837584	-0.0959377
-0.602591	-0.0571491
-2.08545	0.133705
1.10644	0.348008
-0.47982	0.424852
-0.906036	0.281088
-1.68239	1.02259
-1.39345	0.924543
-0.575309	-2.78659
0.406138	-0.972767
-0.98169	0.341336
1.21556	-0.0369404
2.12661	1.07115
-0.772669	-0.541445
0.32708	1.70228
0.852041	-0.444214
-0.758469	0.180318
0.758505	-1.03594
0.295524	-0.0982624
0.0492139	-0.458618
-1.44251	-0.339064
-1.72514	0.244958
-0.313659	0.0676969
0.485416	-0.101235
-1.7771	0.479697
0.0726779	-0.700761
-0.0213128	0.446844
0.718676	-0.167748
-1.21456	0.854991
-1.01323	-0.360823
0.352776	0.908099
-0.775148	0.935734
0.79786	-0.461608
-1.38396	-1.09515
0.414732	0.342121
0.442012	1.33192
-0.780001	-0.513712
-0.726942	-0.503032
-2.20819	-0.888305
0.049599	1.06972
-1.56644	2.34143
2.72094	-1.41467
0.130698	-0.99991
0.446886	-0.199171
-1.77386	0.601338
0.335999	-1.15027
0.924483	-0.202494
-0.513785	1.8602
-0.333513	0.373407
-0.00683346	-0.460368
-0.175424	1.20612
0.238072	0.230203
-0.384075	-0.375458
0.723179	-0.371118
-0.370643	1.80209
0.550739	1.80948
0.432595	0.865605
0.285771	2.01263
0.329007	0.0287372
1.39371	1.30861
-0.739777	-0.998884
0.339201	0.249245
0.891869	0.4235
-1.36498	0.0306146
-0.345007	1.24037
1.43138	-0.878504
0.388237	0.993486
-2.3584	1.07659
0.0136385	-0.641592
1.43637	-0.0183227
-2.55386	-0.380648
-0.94284	-1.52331
-0.395927	0.746458
-0.292696	-0.38584
1.39369	0.454464
0.239702	-0.688374
-0.351262	-0.770484
-0.1729	0.414178
-0.223716	0.72022
0.242975	0.603291
0.968166	0.337875
1.17701	1.78632
1.10123	1.26777
0.961038	0.366962
