-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
0.201165	1.74862
-nan	-nan
1.12331	0.424166
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
0.32946	1.31587
1.4693	1.27116
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
0.115627	0.889337
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
1.81325	0.966355
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
0.892215	1.71325
-nan	-nan
-nan	-nan
1.88675	0.447232
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
0.0125434	0.611152
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
1.79107	0.976974
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
0.659246	0.473165
0.982824	0.183316
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
0.979384	0.595219
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
0.285717	3.83766
0.333381	1.43735
1.7121	1.47392
-nan	-nan
2.03711	0.933303
-nan	-nan
-nan	-nan
-nan	-nan
0.308237	0.324887
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
1.95786	0.47457
-nan	-nan
-nan	-nan
0.891319	1.50658
2.27859	0.174424
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
0.124428	0.241819
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
1.57787	0.0143214
-nan	-nan
0.585346	1.76275
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
0.404164	0.844386
-nan	-nan
-nan	-nan
0.516295	1.09522
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
0.985826	0.889431
-nan	-nan
1.64694	0.546627
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
1.45399	0.928971
-nan	-nan
0.895954	1.20171
-nan	-nan
-nan	-nan
0.849375	1.76367
1.08597	0.647966
0.639984	0.134414
-nan	-nan
2.3549	0.0939736
-nan	-nan
-nan	-nan
0.324844	1.84175
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
0.576038	1.10186
-nan	-nan
-nan	-nan
1.60994	0.194127
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
0.644782	1.29732
0.903278	0.0955474
-nan	-nan
1.21344	0.404464
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
0.883106	0.181856
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
0.843159	0.132839
-nan	-nan
-nan	-nan
0.935372	2.21709
-nan	-nan
-nan	-nan
1.07359	0.272694
0.894151	0.506598
1.94387	1.05915
-nan	-nan
1.43243	0.609623
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
0.0720526	0.0988104
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
0.817253	1.57923
-nan	-nan
0.166294	0.100578
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
1.09848	0.214874
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
0.677909	1.44557
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
0.928665	1.21626
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
0.460018	0.843204
0.855825	0.321188
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
0.252713	0.095899
-nan	-nan
0.277653	0.393318
-nan	-nan
-nan	-nan
0.404951	0.927618
-nan	-nan
-nan	-nan
-nan	-nan
0.611027	0.588489
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
1.37099	1.40124
-nan	-nan
0.482977	0.635917
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
0.261741	0.950382
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
0.555602	0.976475
-nan	-nan
0.862249	0.147649
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
1.02264	1.04202
-nan	-nan
-nan	-nan
-nan	-nan
0.912473	0.726809
-nan	-nan
0.689009	0.580632
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
0.380487	0.69322
0.957135	0.0258129
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
0.819087	0.684044
-nan	-nan
-nan	-nan
1.31434	0.737429
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
0.239994	0.162058
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
0.539632	0.487279
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
1.14362	1.2725
-nan	-nan
1.13891	0.80125
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
0.927969	0.46193
-nan	-nan
0.270385	0.431223
0.628679	1.22749
-nan	-nan
-nan	-nan
-nan	-nan
0.0212974	1.35084
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
1.16487	0.524969
0.348905	1.22137
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
0.430416	1.81656
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
0.100194	0.148855
-nan	-nan
0.165047	0.529074
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
0.0986734	0.973944
-nan	-nan
-nan	-nan
0.778398	0.998308
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
3.93738	0.496334
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
0.0234231	0.24278
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
1.01628	1.11897
-nan	-nan
0.612219	0.154432
-nan	-nan
0.552589	0.505835
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
0.901516	1.23662
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
0.372431	1.11577
1.55731	3.48076
1.79918	2.5895
-nan	-nan
-nan	-nan
-nan	-nan
1.31171	1.37179
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
-nan	-nan
0.915247	0.12329
-nan	-nan
-nan	-nan
